Depth	Temperature	Conductivity
37.2876	29.2851	145.6
38.3237	29.2835	149.1
38.7574	29.2841	147.1
38.8909	29.2855	146.2
38.7644	29.285	146.3
38.8489	29.2852	145.9
38.8166	29.2859	143.4
39.126	29.2866	144.4
40.145	29.2881	147.3
41.0499	29.2873	143.1
41.594	29.2877	146.6
42.301	29.2868	147.8
43.2311	29.287	148.3
44.4381	29.2872	146.5
44.7866	29.287	142.1
45.9454	29.2875	147.6
47.1634	29.2865	145
48.0797	29.2854	144.8
48.0317	29.2873	149.7
48.2657	29.2885	143.5
49.6935	29.2899	143
50.8235	29.2888	147.1
51.3706	29.2862	146.7
52.5548	29.2675	149.5
53.0225	29.1921	147.8
53.8891	29.0994	148.8
55.2849	29.0584	147.8
56.2984	28.9926	152.3
57.8489	28.9131	145.1
57.8082	28.8599	145.7
57.7333	28.8427	144.4
57.4823	28.8378	145
57.4934	28.8354	148
57.7271	28.8343	143.9
57.6821	28.8336	144.5
57.65	28.8322	143.4
57.5619	28.8315	144.3
57.5562	28.8315	146.9
57.5878	28.8309	145
57.5914	28.8301	141.1
57.6422	28.8288	143.8
57.4069	28.8277	146.2
59.2752	28.8176	140.9
60.3949	28.7821	145.7
61.5779	28.7451	146.6
62.3061	28.7232	147.5
63.6438	28.7023	143
64.8261	28.6651	141.3
65.8871	28.6387	142.1
66.5936	28.5993	144.5
66.6912	28.5684	142.6
66.7336	28.5607	142.9
66.6757	28.5555	149.1
66.6549	28.554	140.7
66.5049	28.5501	137.5
66.6568	28.5475	140.1
66.7522	28.5462	143
66.7351	28.5458	142.2
66.6764	28.5447	144.4
66.443	28.5439	144.4
67.5691	28.5417	146.6
69.3285	28.5329	140.3
71.2237	28.5219	142.3
73.1696	28.5138	144.1
74.8817	28.507	143.7
74.8593	28.4987	141.2
75.1214	28.4979	143.7
76.118	28.4942	140.1
76.0319	28.4904	144.8
75.8727	28.4892	142.3
76.0243	28.4886	144.1
77.62	28.4875	142.5
78.554	28.4867	142.1
79.9443	28.4824	141.8
81.5314	28.4759	141.3
82.8828	28.4724	143.8
83.3832	28.471	141.7
84.2469	28.47	144.5
84.9176	28.4683	142.4
85.1148	28.4661	142.6
85.2613	28.4655	142.3
85.0399	28.4653	143.5
84.7967	28.4651	143.8
84.8049	28.465	145.6
85.9283	28.4652	142.2
87.6688	28.4642	144.3
89.1377	28.4615	144
90.6491	28.4595	138
92.5835	28.4564	145.6
94.2741	28.4488	145
94.2747	28.4433	143.1
94.1795	28.4418	144.7
94.4745	28.4416	144.9
94.1317	28.4412	139.6
94.3861	28.4412	143.7
94.4692	28.4412	145.3
95.8452	28.4409	142.3
97.1367	28.4382	139.6
98.4687	28.435	141.1
99.7508	28.4333	143.9
101.2245	28.4325	141
102.6881	28.4303	143.2
103.9501	28.4284	146.1
103.991	28.4247	149.2
103.769	28.4239	146.7
103.5963	28.4235	143.8
104.1369	28.4234	146.5
106.1525	28.4223	139.1
107.7181	28.42	144.4
108.6347	28.4189	143
109.3532	28.4166	146.2
110.1655	28.4151	141
111.1818	28.4136	145.6
112.1024	28.4129	142.6
112.4018	28.4124	144.2
112.3765	28.4119	143.6
112.4383	28.4118	143.4
112.4969	28.4115	142.9
112.5295	28.4111	142.7
112.5857	28.4113	141.3
112.5701	28.4111	147.7
112.5624	28.4111	144.6
112.8253	28.4109	139.5
112.9429	28.4109	140.2
113.1771	28.4106	145.3
113.7036	28.4107	148.4
113.8493	28.4103	144.5
113.9493	28.4102	141
113.8728	28.4099	141.8
114.0772	28.4097	142.5
115.5276	28.4085	144.1
116.7716	28.4062	139
117.8373	28.4051	143.4
118.0276	28.4033	143.4
119.0181	28.4027	144.3
119.8375	28.4023	148.9
120.0696	28.4008	137.4
120.3938	28.4001	144.3
120.6592	28.3997	142.9
121.4493	28.3994	141.9
121.5117	28.399	144.5
122.8639	28.3985	147
122.4193	28.3979	143.5
122.5258	28.3976	145.1
122.7818	28.3977	142.3
122.7559	28.3975	142.4
122.756	28.3974	143.2
122.774	28.3975	142.8
122.7891	28.3974	144.1
122.8106	28.3972	145.6
122.8346	28.3975	145.1
122.8669	28.3973	145.9
122.8832	28.3971	139.9
122.8965	28.3972	142.5
122.8672	28.397	146.3
122.4671	28.3972	147.9
122.5359	28.3972	142.9
122.8484	28.3975	147.7
122.795	28.3971	142.9
122.8607	28.3971	140.7
122.8894	28.3972	143.2
122.874	28.397	143.4
123.0052	28.397	145
123.5402	28.3968	143.5
123.7891	28.3965	143.2
124.2925	28.3958	145.6
123.8908	28.3954	141
124.784	28.3953	143.6
125.8894	28.3947	140.4
126.071	28.3938	138.6
126.9768	28.3933	139.2
126.5353	28.3921	142.3
127.4745	28.3919	144.3
127.5323	28.3912	142.8
128.8993	28.3909	145
128.3621	28.3898	139.9
129.6139	28.3895	146.9
130.1432	28.3878	140.2
130.7959	28.3866	144
131.1445	28.3849	139.4
132.166	28.3844	141.9
132.1462	28.3838	146.7
132.1734	28.3836	141.3
132.1498	28.3836	145.4
132.2749	28.3833	145
132.275	28.3833	141.6
132.3911	28.3832	144.6
132.4001	28.3832	142.5
132.3355	28.3832	144.2
132.3394	28.3831	140.5
132.3845	28.383	139.7
132.4087	28.383	148.4
133.1964	28.3831	144
134.2876	28.3833	142.9
134.7188	28.3831	140.7
134.7498	28.3829	141.9
134.7403	28.383	139.7
135.0988	28.3827	143.5
135.5707	28.3821	143.6
135.5549	28.3816	142.6
135.9574	28.3814	145.2
136.4466	28.3814	142.3
136.6207	28.3812	145.8
136.5075	28.3811	141.9
137.0057	28.3808	143.2
136.7556	28.3789	142.6
136.8184	28.3785	143.5
138.0822	28.3779	145.1
137.5034	28.3755	141.4
138.4972	28.3751	142.5
138.2887	28.3748	139.6
138.6455	28.3747	142
139.3446	28.3746	142.9
138.8938	28.3741	141.1
139.4203	28.3742	140
139.9116	28.3734	139.7
140.0923	28.3731	145
140.7786	28.3729	143
140.7953	28.3718	145.1
140.2758	28.3714	142.4
140.8096	28.3711	141.8
141.6682	28.3708	143.2
141.577	28.3707	142.8
141.5937	28.3703	141.1
142.0409	28.3701	142.3
142.6228	28.3678	146.3
143.0486	28.3646	146.5
143.4637	28.3639	142.1
143.7809	28.3627	142
144.3158	28.3612	150
144.6446	28.3599	141.9
145.2424	28.3586	144.3
144.6122	28.3572	150.3
144.7042	28.3568	147.1
145.4987	28.3568	144.1
145.0136	28.3567	140.8
146.3516	28.3567	143.2
145.8671	28.3562	148.1
145.6671	28.3561	144.1
146.2081	28.3563	148.6
146.6448	28.3542	141.3
146.5206	28.3526	140.3
147.413	28.3522	143.4
147.4903	28.3515	142.4
147.5393	28.3508	150.2
147.4965	28.3507	146.8
147.4337	28.3506	145
147.4255	28.3507	149.9
147.4957	28.3508	142
147.5583	28.3507	146.6
147.5353	28.3508	148.1
147.58	28.3507	148.1
147.5901	28.3507	148.8
147.4131	28.3509	141.3
147.5289	28.3509	145.2
147.5187	28.3509	154
147.5443	28.351	146.1
147.5412	28.3511	148.5
147.5741	28.3509	144.8
147.5937	28.3509	147.5
147.5787	28.3509	144.5
147.5373	28.3509	146.1
147.8447	28.3509	146.5
147.7721	28.3511	147.1
147.1966	28.3512	145.5
147.9664	28.3511	142.2
147.6576	28.3512	147.4
